-725	71	932	223	-959	-599	2066	1657	6513	74	39	197	-350	-57	4360	54	131	3	
-725	71	932	223	-959	-599	2084	1649	6541	77	39	197	-349	-58	4360	55	131	3	
-725	71	932	223	-959	-599	2076	1670	6608	77	38	196	-348	-56	4366	55	131	2	
-725	71	932	223	-959	-599	2101	1655	6555	77	39	197	-346	-57	4367	55	131	2	
-725	71	932	223	-959	-599	2094	1651	6528	76	39	197	-344	-57	4365	55	131	3	
-725	71	932	223	-959	-599	2076	1649	6583	77	38	197	-344	-58	4369	55	131	3	
-725	71	932	223	-959	-599	2077	1651	6570	78	39	197	-344	-59	4371	55	131	3	
-725	71	932	223	-959	-599	2088	1662	6534	76	38	197	-343	-58	4369	55	131	3	
-725	71	932	223	-959	-599	2097	1633	6583	79	38	197	-341	-60	4373	55	131	3	
-725	71	932	223	-959	-599	2080	1669	6558	76	39	197	-341	-59	4373	55	131	3	
-725	71	932	223	-959	-599	2042	1662	6603	76	38	197	-345	-58	4378	55	130	3	
-725	71	932	223	-959	-599	2082	1650	6543	75	38	197	-344	-59	4377	55	130	3	
-725	71	932	223	-959	-599	2074	1661	6536	73	39	196	-344	-58	4375	55	130	3	
-725	71	932	223	-959	-599	2061	1662	6486	72	39	197	-346	-58	4368	55	131	3	
-725	71	932	223	-959	-599	2077	1673	6567	76	40	197	-346	-56	4370	55	131	3	
-725	71	932	223	-959	-599	2058	1668	6491	73	39	197	-347	-55	4364	54	131	3	
-725	71	932	223	-959	-599	2070	1650	6527	73	38	197	-348	-56	4362	54	131	3	
-725	71	932	223	-959	-599	2063	1660	6564	73	39	197	-349	-56	4364	54	131	3	
-725	71	932	223	-959	-599	2053	1653	6538	76	38	197	-351	-56	4364	54	131	3	
-725	71	932	223	-959	-599	2074	1646	6519	76	39	198	-350	-57	4361	54	131	3	
-725	71	932	223	-959	-599	2055	1677	6563	75	38	197	-352	-55	4363	54	130	3	
-725	71	932	223	-959	-599	2094	1639	6585	78	39	198	-349	-57	4367	54	130	3	
-725	71	932	223	-959	-599	2083	1653	6506	76	38	197	-348	-58	4363	54	130	3	
-725	71	932	223	-959	-599	2060	1634	6509	73	38	197	-350	-60	4360	54	130	3	
-725	71	932	223	-959	-599	2043	1665	6489	74	38	197	-352	-59	4355	54	130	3	
-725	71	932	223	-959	-599	2067	1649	6567	76	39	197	-353	-60	4358	54	130	3	
-725	71	932	223	-959	-599	2067	1681	6489	75	39	197	-353	-57	4353	54	130	3	
-725	71	932	223	-959	-599	2056	1658	6520	76	38	197	-354	-57	4352	54	130	3	
-725	71	932	223	-959	-599	2021	1678	6521	73	38	196	-359	-55	4351	54	130	3	
-725	71	932	223	-959	-599	2043	1668	6506	72	38	197	-361	-54	4348	54	130	3	
-725	71	932	223	-959	-599	2088	1679	6563	74	39	197	-358	-52	4352	54	130	3	
-725	71	932	223	-959	-599	2078	1669	6594	77	40	197	-356	-51	4358	54	130	3	
-725	71	932	223	-959	-599	2078	1632	6540	76	39	198	-355	-54	4358	54	130	3	
-725	71	932	223	-959	-599	2045	1644	6503	73	39	197	-357	-56	4354	54	130	3	
-725	71	932	223	-959	-599	2053	1644	6473	73	38	197	-358	-57	4348	54	130	3	
-725	71	932	223	-959	-599	2059	1664	6532	73	39	197	-359	-57	4349	54	130	3	
-725	71	932	223	-959	-599	2072	1664	6472	75	41	197	-358	-56	4343	54	131	3	
-725	71	932	223	-959	-599	2097	1650	6556	77	38	198	-354	-57	4346	54	131	3	
-725	71	932	223	-959	-599	2077	1644	6571	78	39	197	-353	-58	4351	54	131	3	
-725	71	932	223	-959	-599	2067	1666	6554	76	38	197	-353	-57	4353	54	131	3	
-725	71	932	223	-959	-599	2050	1678	6523	73	38	196	-355	-55	4352	54	131	3	
-725	71	932	223	-959	-599	2070	1664	6576	75	39	197	-355	-55	4356	54	131	3	
-725	71	932	223	-959	-599	2056	1666	6564	76	38	197	-356	-54	4359	54	130	3	
-725	71	932	223	-959	-599	2078	1672	6559	77	39	197	-354	-53	4361	54	131	3	
-725	71	932	223	-959	-599	2079	1652	6618	78	38	197	-353	-54	4369	55	130	3	
-725	71	932	223	-959	-599	2039	1658	6558	75	38	197	-356	-54	4370	55	130	3	
-725	71	932	223	-959	-599	2040	1655	6491	73	38	196	-359	-54	4364	54	130	3	
-725	71	932	223	-959	-599	2065	1669	6486	73	39	197	-358	-53	4358	54	130	3	
-725	71	932	223	-959	-599	2083	1664	6569	74	38	197	-356	-53	4361	54	130	3	
-725	71	932	223	-959	-599	2081	1655	6592	75	38	197	-355	-54	4366	54	130	3	
-725	71	932	223	-959	-599	2077	1640	6601	77	39	197	-354	-56	4371	54	130	3	
-725	71	932	223	-959	-599	2072	1648	6540	75	38	197	-353	-57	4370	54	130	3	
-725	71	932	223	-959	-599	2048	1641	6546	74	38	197	-355	-58	4370	54	130	3	
-725	71	932	223	-959	-599	2050	1667	6578	75	37	197	-357	-57	4373	54	130	3	
-725	71	932	223	-959	-599	2056	1680	6502	74	39	197	-358	-55	4368	54	130	3	
-725	71	932	223	-959	-599	2080	1658	6572	75	39	197	-356	-55	4370	54	130	3	
-725	71	932	223	-959	-599	2069	1650	6544	75	39	197	-356	-56	4369	54	130	3	
-725	71	932	223	-959	-599	2053	1638	6563	76	40	197	-357	-58	4371	54	130	3	
-725	71	932	223	-959	-599	2045	1677	6551	74	39	197	-359	-56	4371	54	130	3	
-725	71	932	223	-959	-599	2082	1658	6594	75	39	197	-357	-56	4375	54	130	3	
-725	71	932	223	-959	-599	2069	1652	6525	75	39	197	-356	-57	4372	54	131	3	
